PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69305;M Forensic Psychology;voltijd onderwijs;master;4;43;2;47;2;47;4;50;8;46
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69315;M Sustainability Science and Policy;voltijd onderwijs;master;10;14;11;11;9;7;19;29;21;38
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);50296;B European Public Health;voltijd onderwijs;bachelor;56;173;84;184;81;192;93;215;74;234
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;377;651;347;670;327;709;341;712;326;720
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);56553;B Gezondheidswetenschappen;voltijd onderwijs;bachelor;177;532;171;579;165;621;162;645;162;589
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;256;297;279;315;240;247;231;245;261;359
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60006;M Mental Health;deeltijd onderwijs;master;0;17;0;11;0;9;1;10;0;12
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60006;M Mental Health;voltijd onderwijs;master;11;61;12;61;16;114;25;92;17;92
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;deeltijd onderwijs;master;0;0;2;0;2;0;0;4;0;4
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;voltijd onderwijs;master;0;0;2;16;4;13;3;15;5;15
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;deeltijd onderwijs;master;0;2;1;3;2;3;1;3;1;1
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;voltijd onderwijs;master;3;5;6;7;10;5;6;12;6;9
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60117;M Physical Activity and Health;deeltijd onderwijs;master;4;3;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60117;M Physical Activity and Health;voltijd onderwijs;master;3;5;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60120;M Health Sciences (research);voltijd onderwijs;master;5;18;5;16;8;17;8;19;8;26
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60121;M Cognitive and Clinical Neuroscience (research);voltijd onderwijs;master;56;105;53;112;60;122;63;127;55;152
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60296;M Public Health;deeltijd onderwijs;master;10;13;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60296;M Public Health;voltijd onderwijs;master;9;7;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60363;M Nutrition and Metabolism: fundamental and clinical aspects (research);voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60379;M Governance and Leadership in European Public Health;voltijd onderwijs;master;11;15;5;16;8;12;6;26;4;31
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;deeltijd onderwijs;master;3;6;9;15;7;16;12;20;7;18
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;voltijd onderwijs;master;13;38;21;43;28;49;26;48;42;60
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;deeltijd onderwijs;master;0;7;0;13;1;13;2;20;4;17
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;voltijd onderwijs;master;4;23;1;29;6;44;4;46;5;42
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;deeltijd onderwijs;master;4;5;13;6;16;10;15;14;17;8
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;voltijd onderwijs;master;13;17;17;17;38;19;20;25;23;18
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;deeltijd onderwijs;master;0;0;1;2;1;2;0;1;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;voltijd onderwijs;master;3;14;8;9;2;2;1;0;1;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60512;M Health Food Innovation Management;voltijd onderwijs;master;16;43;14;49;20;63;20;61;22;56
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;320;638;322;608;346;605;337;657;325;664
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66585;M Arts - Klinisch Onderzoeker;voltijd onderwijs;master;55;82;62;95;69;115;67;129;56;146
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66902;M Global Health;voltijd onderwijs;master;15;47;20;58;18;67;34;102;31;134
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);50300;B Kennistechnologie;voltijd onderwijs;bachelor;110;14;125;22;128;22;164;34;166;33
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60955;M Biobased Materials;voltijd onderwijs;master;0;0;0;0;0;0;2;4;8;5
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60956;M Systems Biology;voltijd onderwijs;master;0;0;0;0;0;0;2;1;4;3
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;bachelor;284;397;261;391;311;473;337;500;331;599
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;1;0;0;1;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;203;312;171;253;174;284;163;267;175;265
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;98;61;97;68;104;54;101;59;89;61
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60017;M European Law School;voltijd onderwijs;master;31;57;41;66;49;65;49;73;46;75
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60168;M International Laws;voltijd onderwijs;master;13;33;9;28;11;24;15;28;7;31
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60169;M Recht en Arbeid;voltijd onderwijs;master;19;43;19;36;18;40;24;35;13;29
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60170;M Globalisation and Law;voltijd onderwijs;master;50;89;68;130;68;124;85;132;81;139
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60171;M Forensica, Criminologie en Rechtspleging;voltijd onderwijs;master;27;99;33;121;38;124;28;122;22;104
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60459;M International and European Tax Law;voltijd onderwijs;master;13;16;18;25;26;25;53;26;40;38
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;91;162;92;165;81;143;76;145;91;154
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;62;32;78;40;81;41;74;43;65;50
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;261;400;287;452;287;522;328;548;343;557
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);50004;B Cultuurwetenschappen;voltijd onderwijs;bachelor;157;299;157;297;131;268;122;250;109;234
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60002;M European Studies on Society, Science and Technology;voltijd onderwijs;master;1;1;1;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60016;M Cultuur-en Wetenschapsstudies;voltijd onderwijs;master;6;2;3;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;14;55;19;87;23;87;23;78;18;66
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60113;M Mediacultuur;voltijd onderwijs;master;3;0;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60114;M Cultuurbeleid,-beheer en -behoud;voltijd onderwijs;master;2;19;1;4;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;master;8;12;6;10;8;15;13;8;10;11
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60341;M Cultures of Arts, Science and Technology (research);voltijd onderwijs;master;2;8;0;2;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;7;4;8;9;5;8;6;8;4;3
Limburg;0935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;7;21;3;14;2;20;4;16;4;12
Noord-Brabant;0758;BREDA;reguliere inst.;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;17;28;18;37;12;40;13;40;15;52
Noord-Brabant;0758;BREDA;reguliere inst.;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;0;0;0;0;7;15;7;14;5;6
Noord-Brabant;0758;BREDA;reguliere inst.;21UI;NHTV Internationale Hogeschool Breda;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;bachelor;0;3;5;15;0;0;1;0;1;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;8;0;6;1;6;2;6;4;5;2
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;26;10;29;13;24;12;42;23;36;24
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;bachelor;150;78;178;91;187;111;177;139;141;110
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;propedeuse bachelor;141;67;116;78;98;66;99;83;127;137
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;42;8
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;deeltijd onderwijs;bachelor;0;0;0;0;0;0;1;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;bachelor;86;70;104;68;113;101;121;138;137;170
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;propedeuse bachelor;102;75;145;111;182;157;191;180;183;217
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;deeltijd onderwijs;bachelor;1;0;0;0;0;0;1;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;bachelor;60;26;67;33;96;43;113;70;148;82
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;propedeuse bachelor;74;30;112;56;148;70;154;80;148;87
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;deeltijd onderwijs;bachelor;3;1;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;522;178;413;140;324;138;257;125;210;108
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;314;130;221;111;173;98;151;101;133;107
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;deeltijd onderwijs;bachelor;14;0;12;0;8;1;7;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;144;11;137;17;188;22;207;12;260;35
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;propedeuse bachelor;209;11;266;12;283;18;421;33;408;21
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;deeltijd onderwijs;bachelor;2;2;0;1;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;bachelor;108;26;131;22;133;28;103;31;135;40
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;propedeuse bachelor;106;17;103;27;102;33;125;40;104;36
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;deeltijd onderwijs;propedeuse bachelor;0;1;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;125;6;127;8;127;14;169;26;222;30
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;113;11;163;24;240;28;260;24;261;29
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;deeltijd onderwijs;bachelor;2;1;0;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;154;10;167;8;186;17;216;19;280;30
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;propedeuse bachelor;149;8;169;10;239;17;276;34;360;49
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;deeltijd onderwijs;bachelor;0;1;1;1;1;1;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;44;11;45;12;48;18;54;18;57;21
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;50;16;51;21;72;22;83;38;116;58
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;deeltijd onderwijs;bachelor;2;0;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;363;21;379;27;373;22;354;25;440;28
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;310;21;340;23;381;29;408;35;412;32
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;281;53;295;75;372;102;393;111;422;125
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;248;68;323;73;320;77;315;91;281;83
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;88;6;77;5;87;10;127;20;129;24
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;27;13;49;18;68;29;73;38;64;33
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;master;31;19;31;24;32;24;30;25;30;36
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;master;24;14;35;14;51;16;62;17;76;31
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;master;4;0;5;0;10;0;11;1;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;145;17;177;20;203;37;207;42;218;41
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;23;5;43;4;58;4;81;3;101;11
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;master;63;1;72;0;110;0;145;1;153;4
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;master;138;12;156;20;151;20;154;33;146;38
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;master;31;19;37;26;38;32;42;37;45;54
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
