PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;0;0;1;4;0;2;1;0;0;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;2;3;0;2;0;1;1;2;1;3
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;6;16;5;11;3;14;4;14;3;15
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;master;2;0;1;3;2;1;3;1;2;5
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;master;1;4;1;0;3;3;2;3;2;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;15;5;9;11;9;10;6;3;7;6
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;1;0;0;0;1;0;1;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;3;6;2;2;3;2;1;0;3;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;deeltijd onderwijs;master;1;1;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;master;0;0;1;2;0;3;0;2;0;4
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;3;1;2;0;1;2;0;1;0;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;5;11;4;5;4;7;4;6;4;5
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68510;M Leraar Voorbereidend Hoger Onderwijs in Muziek;deeltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68510;M Leraar Voorbereidend Hoger Onderwijs in Muziek;voltijd onderwijs;master;1;0;0;1;0;0;1;0;3;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;2;0;2;0;2;0;1;0;1;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;1;1;4;1;2;0;1;0;2;2
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;2;3;2;3;2;4;0;5;1;4
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;0;13;5;13;2;12;3;15;2;10
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;1;1;4;0;3;0;2;0;2;2
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;2;1;5;3;3;1;4;4;3;4
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;deeltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;master;0;2;1;6;0;7;0;5;0;4
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;2;2;0;1;1;2;1;1;2;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;3;2;3;0;3;5;3;1;3;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;0;0;1;2;0;2;0;1;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;1;5;0;8;0;8;1;7;2;3
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;9;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;808;1329;821;1343;912;1432;936;1500;926;1490
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60602;M European Law;voltijd onderwijs;master;15;38;15;34;17;33;16;24;21;30
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60741;M Recht en onderneming;voltijd onderwijs;master;71;57;79;62;82;81;75;72;71;68
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60742;M Law and Economics;voltijd onderwijs;master;9;7;19;17;15;11;21;20;35;19
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60744;M Legal Research (research);voltijd onderwijs;master;13;19;15;31;23;27;20;34;17;34
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60856;M Public International Law;voltijd onderwijs;master;29;56;32;73;35;57;26;49;16;58
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands recht;deeltijd onderwijs;master;11;10;3;6;5;2;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;118;263;153;285;171;327;150;259;104;202
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;25;58;17;49;16;44;19;53;17;48
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;582;985;619;1033;633;1119;674;1203;665;1211
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;56987;B Global Sustainability Science;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;103;79
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50001;B Theater-, Film- en Televisiewetenschap;voltijd onderwijs;bachelor;125;289;91;248;76;247;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;0;0;0;0;8;9;3;2;1;2
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;0;0;0;0;13;13;11;15;7;15
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;bachelor;0;0;0;0;0;0;85;235;92;246
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;bachelor;75;29;59;27;40;15;24;8;9;4
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;471;254;489;262;467;231;428;213;439;203
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;bachelor;3;14;7;14;7;16;6;16;5;15
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;57;36;39;27;25;17;17;13;12;6
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;98;37;94;42;98;52;95;55;86;51
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56091;B Keltische Talen en Cultuur;voltijd onderwijs;bachelor;7;27;7;28;5;19;7;20;5;27
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;deeltijd onderwijs;bachelor;24;27;20;17;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;voltijd onderwijs;bachelor;21;16;15;17;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;bachelor;43;60;41;57;52;45;52;46;50;46
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56801;B Taal- en Cultuurstudies;voltijd onderwijs;bachelor;112;461;128;518;142;485;130;426;99;392
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;bachelor;21;57;19;62;20;67;17;74;14;63
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;16;52;19;56;20;59;17;64;18;65
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;bachelor;12;69;9;38;6;19;4;9;3;5
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;22;168;25;146;34;132;34;132;33;127
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;20;30;16;32;21;30;20;39;20;42
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;92;231;103;230;96;250;87;246;80;228
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;bachelor;14;69;13;63;15;61;16;67;13;71
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;bachelor;7;30;9;23;7;29;6;19;8;19
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;bachelor;28;79;23;71;19;67;12;48;14;42
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56811;B Portugese Taal en Cultuur;voltijd onderwijs;bachelor;9;16;7;8;6;5;5;5;0;3
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;bachelor;3;31;1;26;0;17;0;10;0;3
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;26;175;20;137;23;117;20;97;17;93
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;149;358;139;326;122;308;98;269;75;238
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;0;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;37;123;46;151;41;136;38;147;46;166
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;11;3;23;7;21;5;13;9;13;13
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;19;41;31;44;36;47;39;51;41;54
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60174;M Latijns-Amerika Studies;voltijd onderwijs;master;4;4;3;5;1;3;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60194;M Media Studies (research);voltijd onderwijs;master;2;5;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60308;M Communicatiestudies;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60309;M Linguistics: the Study of the Language Faculty (research);voltijd onderwijs;master;1;7;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60310;M Philosophy (research);voltijd onderwijs;master;5;4;2;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60623;M American Studies;voltijd onderwijs;master;2;3;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60712;M Conflict Studies and Human Rights;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60714;M Antieke Cultuur;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60715;M Kunstbeleid en -management;voltijd onderwijs;master;2;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60716;M Theaterwetenschap;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60718;M Nieuwe Media en Digitale Cultuur;voltijd onderwijs;master;12;9;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60719;M Comparative Women's Studies;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60722;M Historical and Comparative Studies of the Sciences and Humanities (research);voltijd onderwijs;master;1;1;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;deeltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;voltijd onderwijs;master;2;0;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;deeltijd onderwijs;master;13;13;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;voltijd onderwijs;master;1;5;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;master;80;75;72;79;90;94;78;77;88;92
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60736;M Middeleeuwse studies;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60737;M Renaissance Studies;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60758;M Art History of the Low Countries in its European Context (research);voltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60759;M Gender and Ethnicity (research);voltijd onderwijs;master;0;2;0;2;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60760;M History: Cities, States and Citizenship (research);voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60761;M Literary Studies: Literature in the Modern Age (research);voltijd onderwijs;master;1;1;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60762;M Medieval Studies (research);voltijd onderwijs;master;4;3;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60763;M Musicology (research);voltijd onderwijs;master;1;1;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60764;M Nederlandse Literatuur (research);voltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;11;83;22;92;19;88;16;82;17;73
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;2;19;11;36;10;40;10;51;13;39
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;9;92;14;113;20;129;17;116;16;99
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;12;28;14;38;7;41;7;44;13;49
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;11;7;12;6;13;4;17;6;14;7
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;18;16;27;21;26;20;33;21;26;15
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;13;22;18;21;11;18;5;7;4;8
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;8;24;10;31;10;20;10;11;6;11
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;10;49;10;61;13;59;22;65;25;98
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;0;1
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;89;111;125;141;94;130;70;121;49;116
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;master;4;9;6;12;3;16;8;16;9;16
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;0;0;0;0;8;67;9;53;12;51
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;11;22;16;20;12;28;13;26;7;11
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;deeltijd onderwijs;master;3;8;3;11;3;11;3;8;2;5
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;master;0;0;0;0;0;0;0;0;1;19
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;master;3;3;2;8;6;10;6;13;5;15
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;master;10;8;11;4;17;2;21;5;12;6
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;43;29;48;29;45;48;35;40;28;38
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;master;3;2;1;2;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;master;1;0;2;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66700;M Muziekwetenschap;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
